,code,next_page,page_index,page_num,prev_page,product_name,ratings_0_all_ratings_average,ratings_0_all_ratings_rating_count,ratings_0_all_ratings_star_1_count,ratings_0_all_ratings_star_2_count,ratings_0_all_ratings_star_3_count,ratings_0_all_ratings_star_4_count,ratings_0_all_ratings_star_5_count,ratings_0_country,ratings_0_current_ratings_average,ratings_0_current_ratings_rating_count,ratings_0_current_ratings_star_1_count,ratings_0_current_ratings_star_2_count,ratings_0_current_ratings_star_3_count,ratings_0_current_ratings_star_4_count,ratings_0_current_ratings_star_5_count,ratings_1_all_ratings_average,ratings_1_all_ratings_rating_count,ratings_1_all_ratings_star_1_count,ratings_1_all_ratings_star_2_count,ratings_1_all_ratings_star_3_count,ratings_1_all_ratings_star_4_count,ratings_1_all_ratings_star_5_count,ratings_1_country,ratings_1_current_ratings_average,ratings_1_current_ratings_rating_count,ratings_1_current_ratings_star_1_count,ratings_1_current_ratings_star_2_count,ratings_1_current_ratings_star_3_count,ratings_1_current_ratings_star_4_count,ratings_1_current_ratings_star_5_count,ratings_2_all_ratings_average,ratings_2_all_ratings_rating_count,ratings_2_all_ratings_star_1_count,ratings_2_all_ratings_star_2_count,ratings_2_all_ratings_star_3_count,ratings_2_all_ratings_star_4_count,ratings_2_all_ratings_star_5_count,ratings_2_country,ratings_2_current_ratings_average,ratings_2_current_ratings_rating_count,ratings_2_current_ratings_star_1_count,ratings_2_current_ratings_star_2_count,ratings_2_current_ratings_star_3_count,ratings_2_current_ratings_star_4_count,ratings_2_current_ratings_star_5_count,ratings_3_all_ratings_average,ratings_3_all_ratings_rating_count,ratings_3_all_ratings_star_1_count,ratings_3_all_ratings_star_2_count,ratings_3_all_ratings_star_3_count,ratings_3_all_ratings_star_4_count,ratings_3_all_ratings_star_5_count,ratings_3_country,ratings_3_current_ratings_average,ratings_3_current_ratings_rating_count,ratings_3_current_ratings_star_1_count,ratings_3_current_ratings_star_2_count,ratings_3_current_ratings_star_3_count,ratings_3_current_ratings_star_4_count,ratings_3_current_ratings_star_5_count,ratings_4_all_ratings_average,ratings_4_all_ratings_rating_count,ratings_4_all_ratings_star_1_count,ratings_4_all_ratings_star_2_count,ratings_4_all_ratings_star_3_count,ratings_4_all_ratings_star_4_count,ratings_4_all_ratings_star_5_count,ratings_4_country,ratings_4_current_ratings_average,ratings_4_current_ratings_rating_count,ratings_4_current_ratings_star_1_count,ratings_4_current_ratings_star_2_count,ratings_4_current_ratings_star_3_count,ratings_4_current_ratings_star_4_count,ratings_4_current_ratings_star_5_count,ratings_5_all_ratings_average,ratings_5_all_ratings_rating_count,ratings_5_all_ratings_star_1_count,ratings_5_all_ratings_star_2_count,ratings_5_all_ratings_star_3_count,ratings_5_all_ratings_star_4_count,ratings_5_all_ratings_star_5_count,ratings_5_country,ratings_5_current_ratings_average,ratings_5_current_ratings_rating_count,ratings_5_current_ratings_star_1_count,ratings_5_current_ratings_star_2_count,ratings_5_current_ratings_star_3_count,ratings_5_current_ratings_star_4_count,ratings_5_current_ratings_star_5_count,ratings_6_all_ratings_average,ratings_6_all_ratings_rating_count,ratings_6_all_ratings_star_1_count,ratings_6_all_ratings_star_2_count,ratings_6_all_ratings_star_3_count,ratings_6_all_ratings_star_4_count,ratings_6_all_ratings_star_5_count,ratings_6_country,ratings_6_current_ratings_average,ratings_6_current_ratings_rating_count,ratings_6_current_ratings_star_1_count,ratings_6_current_ratings_star_2_count,ratings_6_current_ratings_star_3_count,ratings_6_current_ratings_star_4_count,ratings_6_current_ratings_star_5_count
0,200,,0,1,,PropertyGuru Singapore,2.5,13,8,0,0,0,5,US,,,,,,,,3.0,8,2,1,1,3,1,HK,3.0,8,2,1,1,3,1,3.0,549,158,50,78,99,164,SG,3.0,15,4,2,3,3,3,4.5,11,1,0,0,2,8,GB,4.5,11,1,0,0,2,8,3.5,7,1,1,2,1,2,FR,,,,,,,,5.0,5,0,0,0,1,4,KR,5.0,5,0,0,0,1,4,3.0,11,2,2,2,3,2,AU,3.0,11,2,2,2,3,2
